?,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
0,
15,-32,-25,-2,1,-6,11,-11,
-7,-14,-24,-8,-3,-13,13,-21,
-27,-22,8,7,-15,-27,2,-12,
-19,-28,-19,-6,11,-13,-25,5,
10,-30,1,-18,-19,-12,15,-17,
8,-21,-22,-17,-2,-8,11,-2,
7,-23,-12,-29,-1,-9,0,-13,
7,-22,-27,-8,-14,-10,8,-10,
10,-42,-17,-19,-4,-22,20,-8,
-6,-38,-8,-14,-14,-26,14,-11,
11,-51,-14,-10,-22,-18,0,-2,
2,-32,-32,-14,14,-25,3,-5,
4,-34,-25,-24,-6,-16,2,-5,
12,-40,-12,-19,-3,-17,14,-9,
11,-41,-28,5,3,-18,14,3,
10,-34,-19,-2,0,-9,9,4,
1,
-18,28,-14,16,-8,1,-17,1,
-1,16,-8,1,-7,-10,-14,-13,
8,19,-3,2,3,-10,1,-9,
-6,27,-1,2,-8,-4,-15,-6,
-5,29,-7,3,-7,-11,-15,-8,
-8,30,-10,7,-8,-10,-7,-10,
4,24,-5,-3,-10,-16,-7,-3,
-10,33,0,4,-3,-12,-3,-12,
-15,40,-8,4,-13,-6,-17,-10,
-12,35,2,-1,-18,-15,-10,-3,
-13,41,-19,6,-6,-8,-16,-9,
-6,27,2,2,3,-12,-20,-4,
-24,43,-9,13,-3,-9,-20,0,
-5,19,0,-15,-4,-24,-8,-21,
-19,19,-18,6,-10,-3,-5,-9,
1,29,-15,-1,-10,-12,-19,-18,
2,
37,13,1,-2,-8,-9,-8,-10,
50,22,3,-4,-6,-8,-12,-18,
43,14,0,2,-1,-10,-11,-1,
48,20,-9,-10,1,-3,-12,-18,
55,19,-14,-5,0,3,-10,-12,
52,7,-12,1,7,1,-6,-8,
58,11,-12,-6,5,-1,-15,-17,
38,2,-17,-11,13,12,-10,-17,
57,17,-8,-6,5,-3,-10,-4,
46,0,-20,-9,0,0,-4,-6,
63,14,-11,-8,3,2,-9,-3,
59,6,-9,8,2,-15,-18,-8,
49,11,-10,-3,-1,-6,-11,-14,
53,4,-9,-6,7,2,-18,-9,
51,12,-9,-12,-10,-9,-12,-17,
40,10,-2,2,4,1,-3,-16,
3,
0,30,-10,-18,-10,-23,0,-6,
-20,30,6,-19,-17,-26,-4,1,
-18,15,9,-18,-12,-20,3,-6,
-19,17,7,-14,-18,-15,-10,0,
-13,10,-4,-18,-6,-14,0,-1,
-16,28,1,-35,-7,-28,-9,1,
1,21,2,-26,-13,-19,-10,2,
-5,17,-3,-17,-4,-24,-2,-3,
-23,15,-9,-16,-8,-10,8,-3,
-20,23,-5,-13,-9,-22,0,-10,
-16,31,4,-31,-11,-29,-18,-17,
-18,23,6,-24,-5,-25,-5,-2,
-2,19,3,-10,-11,-13,-7,-3,
-4,23,2,-23,-10,-21,-11,-10,
19,8,-6,-22,0,-17,-8,-3,
12,17,5,-18,-19,-18,-17,-3,
4,
35,6,-33,-25,-11,1,8,-3,
34,2,-32,-22,-16,-7,8,-3,
32,25,-52,-20,-19,-3,7,-10,
31,29,-37,-7,-20,-6,-2,-6,
47,33,-24,-10,-16,-6,3,-4,
48,37,-26,-19,-21,-10,2,-11,
38,17,-36,-10,-15,-3,2,-7,
51,20,-19,-11,-2,-3,10,1,
57,27,-27,-20,-9,6,18,-6,
51,27,-15,-14,-14,-6,5,-3,
53,27,-18,-16,-14,-7,-1,-8,
54,23,-18,-23,-19,-4,5,-2,
58,25,-18,-24,-19,-2,5,2,
57,13,-23,-23,-17,1,5,-2,
60,20,-30,-23,-15,-2,5,-4,
44,18,-21,-10,-14,-2,1,-2,
5,
-13,-54,10,9,-16,-6,-4,-2,
-8,-40,8,6,-28,-8,8,-9,
-14,-34,5,6,-14,-7,10,-10,
-29,-27,-3,8,-5,-12,27,-11,
7,-28,-16,-18,-3,-13,-11,2,
-4,-19,-1,4,-1,-10,-2,-9,
3,-28,-25,-12,-9,-13,4,-5,
-7,-14,0,-17,-9,-24,5,5,
21,-24,-12,-27,-10,-3,0,-23,
8,-30,-16,-13,-8,-16,14,1,
18,-51,-18,-17,-9,-25,17,-12,
28,-57,-32,-2,-10,-18,10,2,
31,-44,-23,-12,-14,-14,-5,-1,
18,-59,-31,-8,-7,-22,8,-4,
19,-53,-27,-3,0,-15,7,12,
17,-30,-19,4,0,-11,-3,6,
6,
-40,7,1,7,-11,-8,5,5,
-25,-2,3,-6,-7,-16,5,-6,
-27,29,-12,10,-1,-5,-3,-4,
-28,26,-10,3,6,-2,7,-3,
-29,25,-15,8,3,-9,-3,-6,
-25,22,-9,16,-3,-3,9,-5,
-15,21,-10,2,2,-2,13,-4,
5,47,14,7,6,-10,-9,-12,
-20,43,6,6,3,1,-7,3,
4,47,8,10,-1,-8,-13,-18,
7,44,3,10,-6,-4,-10,-2,
1,42,0,13,-6,-3,-7,-8,
2,38,4,14,-2,-6,-10,-5,
2,44,6,17,-1,-2,-10,-7,
10,45,7,15,3,-6,-19,-11,
5,32,-1,8,2,-6,-13,-5,
6,
24,-5,5,-16,-39,-22,5,-23,
24,-5,5,-16,-39,-22,5,-23,
21,-13,6,-11,-35,-29,10,-3,
27,-12,-2,-22,-39,-27,13,4,
27,-12,-2,-22,-39,-27,13,4,
31,-6,-6,-22,-36,-26,16,10,
23,-6,-4,-19,-28,-28,20,6,
23,-6,-4,-19,-28,-28,20,6,
18,-5,4,-22,-24,-25,22,5,
29,1,1,-20,-31,-30,15,4,
29,1,1,-20,-31,-30,15,4,
32,-2,3,-15,-23,-13,5,3,
35,2,-4,-22,-31,-22,2,5,
35,2,-4,-22,-31,-22,2,5,
33,3,-4,-19,-24,-27,-5,3,
23,12,3,-23,-21,-20,-10,-1,
7,
16,-28,-24,10,13,-5,-13,-5,
23,-35,-19,0,-29,-13,2,4,
48,-26,-16,4,-12,-15,-16,-9,
4,-28,-8,6,-11,-13,-12,-2,
2,-21,-10,1,-4,-15,-8,-9,
37,-5,-9,2,-1,0,-3,-16,
54,-1,-10,-7,-2,-12,-7,-18,
52,4,-24,-16,5,-5,-8,-6,
53,10,-23,-14,-4,-2,-12,-19,
53,5,-19,-3,6,-1,-10,-14,
52,8,-22,-11,6,5,-10,-11,
62,11,-18,-11,-8,2,-15,-16,
54,18,-14,-15,-4,0,-10,-18,
56,19,-1,-5,-10,-4,-3,-7,
51,20,-3,-6,0,-6,-10,-8,
38,16,-4,-1,8,4,-12,-20,
8,
-19,12,-25,-16,-10,7,1,-15,
-19,12,-30,-4,-10,1,7,-19,
-23,13,-6,0,-1,-12,-5,-12,
32,20,-4,-7,-7,-13,-1,-8,
29,18,8,-23,-16,-7,-6,-4,
34,15,11,-24,-13,-14,-4,-3,
32,4,3,-10,-13,-19,4,-10,
25,7,10,-19,-12,-9,3,0,
35,12,10,-26,-15,-6,1,4,
40,17,10,-16,-6,-17,-8,-6,
34,8,7,-22,-16,-18,-15,-4,
30,12,-3,-27,-14,-21,-8,-3,
26,16,3,-18,-3,-26,-2,4,
25,16,-10,-15,-5,-27,-8,-11,
17,13,9,-22,-15,-20,-4,-7,
-5,15,12,-14,-2,-11,-5,-3,
9,
21,-46,-18,9,-16,-7,-4,-2,
10,-33,-24,-4,-15,-3,-10,-14,
16,-35,-19,-2,-9,-4,-1,-1,
-5,-35,-22,10,1,1,-7,-2,
-2,-17,-29,12,-4,-13,-1,11,
30,-13,-28,-8,-7,-3,4,-2,
58,-9,-35,-21,-14,1,1,-5,
43,5,-39,-10,-5,6,16,-9,
35,5,-47,-12,-7,-5,-1,-5,
55,8,-34,-3,-23,-6,1,-9,
46,6,-30,-18,-26,-3,-5,-12,
52,8,-33,-21,-25,0,2,-6,
41,9,-23,-7,-10,-7,-20,-8,
58,10,-35,-20,-4,3,-6,-17,
39,16,-45,-19,-18,11,7,5,
33,0,-20,-31,-22,3,9,6,
0,
30,-44,-18,-10,-12,-9,17,0,
4,-37,-29,-5,-4,-14,7,-8,
3,-14,-1,-22,-8,-12,18,-10,
0,-6,-22,-18,-11,-8,-14,-8,
8,-16,-12,2,-8,-18,7,-25,
