?,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
1,
-28,25,-8,2,-9,-9,6,-10,
-30,2,0,-7,-5,-12,9,-2,
-51,-2,14,-2,-5,-7,13,-17,
-56,14,4,-2,-9,-5,14,-8,
-58,3,14,-7,-1,-7,14,-11,
-42,0,1,3,0,-11,8,-6,
-46,-4,12,4,-10,-7,13,-13,
30,-7,-15,10,6,-8,-12,-2,
45,6,0,18,11,-7,-11,-13,
44,17,-9,-5,1,-2,-2,-3,
6,-36,3,-12,3,-7,3,5,
8,-9,7,-17,5,-15,-3,2,
-1,-7,-17,7,-14,-9,12,7,
9,-14,-17,-9,-12,-25,10,-1,
8,-22,-1,-8,-25,-19,25,7,
11,-22,-7,4,-27,-20,19,9,
1,
-10,8,-20,-2,1,4,-2,-7,
-20,8,-14,3,0,0,0,-7,
-18,15,-3,2,1,0,2,-8,
-7,8,0,1,2,-2,1,-10,
-34,13,-3,4,7,-9,8,-3,
-37,10,-6,5,4,-9,6,-6,
-31,9,-11,7,4,0,-6,0,
-29,11,-10,8,1,8,1,0,
-26,16,-10,1,0,-5,4,-4,
-15,-3,10,-17,-6,-6,-7,-2,
-20,-4,15,-24,-9,-2,-6,-4,
-16,-6,17,-28,-11,-9,-13,-2,
-12,-13,12,-27,-7,-4,-12,-5,
-14,-14,16,-15,-7,3,-11,-5,
-17,-8,16,-19,-10,4,-7,-1,
-13,-7,14,-11,-3,-5,-11,-4,
-8,-6,8,-21,-4,2,-7,-5,
-7,-14,9,-23,-9,5,-11,-4,
-12,-21,5,-11,-8,5,-17,-8,
-9,-18,0,-15,-7,8,-6,-7,
-9,-17,6,-14,-10,4,-5,-5,
-10,-17,9,-17,-8,5,-7,-1,
-21,-19,15,-20,-10,13,-6,3,
-1,-7,9,-24,-3,13,-15,-1,
-4,-13,9,-23,-15,2,-15,10,
-13,-11,7,-22,-15,1,-13,15,
-7,-15,-11,-22,-18,-9,-7,-2,
-6,-8,-7,-28,-12,-11,-13,-2,
-9,-9,-1,-19,-11,-17,-15,10,
-5,-9,6,-26,-21,-11,-10,-3,
-7,-15,5,-25,-9,-6,-12,1,
-3,-8,8,-19,-6,-4,-15,1,
-2,-5,10,-20,-15,-10,-9,12,
1,-9,0,-20,-17,-9,-4,8,
2,-10,-2,-14,-8,-2,-13,-2,
3,-11,2,-16,-8,9,0,0,
4,-22,-6,-15,4,10,-12,3,
0,-23,-17,-12,23,15,-11,-12,
-13,-18,-16,-14,23,10,-5,-14,
-21,-23,-7,-5,24,4,-4,-7,
-15,-30,-8,-11,24,-2,3,0,
-12,-30,-5,-20,17,4,0,9,
-15,-24,-8,-19,11,2,6,5,
-12,-22,3,-26,7,3,-3,-4,
-3,-31,5,-20,6,0,-3,7,
-6,-32,3,-13,8,5,1,4,
-8,-32,4,-12,2,7,1,1,
-2,-28,0,-6,2,10,8,-1,
8,-14,-2,-6,2,5,5,-4,
4,-10,0,-15,-4,12,2,8,
-7,-16,0,-7,-1,12,2,4,
-16,-7,-7,-1,3,1,0,-1,
-16,1,-12,2,-5,-1,0,-2,
-17,6,-13,1,-9,5,3,-6,
-35,-1,-1,1,6,-3,2,-10,
-21,-11,2,-1,4,-2,-2,-7,
-9,-11,3,4,-1,-4,0,2,
-11,-11,-2,-5,-4,-8,-2,4,
-18,-22,4,5,-8,-17,-5,5,
-25,-23,6,6,-8,-10,2,7,
-30,-14,5,3,-8,-8,2,-4,
-38,-12,2,7,-4,-17,5,-5,
-46,-22,11,8,-1,-10,7,-3,
-44,-27,6,6,1,-5,1,3,
-44,-19,8,9,1,-9,1,3,
-31,-21,4,10,-4,-8,14,5,
-37,-19,4,7,-11,-14,13,17,
-42,-23,0,12,0,-17,6,20,
-37,-23,-12,8,4,-4,2,6,
-33,-15,-21,7,4,-20,12,14,
-36,-19,-8,-6,6,-15,1,13,
-32,-24,-7,0,-8,-16,1,13,
-27,-22,2,7,-18,-25,7,4,
-9,-9,3,1,6,-9,6,-5,
-1,-11,-3,1,-3,-9,-9,-10,
10,-7,24,-13,-15,-26,-24,-4,
16,-23,-9,2,-18,-1,-16,-10,
12,0,-10,-9,-3,-6,-2,-8,
12,-14,-8,-13,2,-16,1,7,
9,-10,-12,-19,-2,-12,-4,8,
11,-22,-28,-22,-9,-9,-11,2,
29,-17,-10,-8,-4,-13,-28,-10,
19,-5,-1,-10,-10,-3,-10,-9,
20,2,6,-2,-11,-3,-16,-11,
10,4,13,-10,-11,-9,-18,-6,
12,-2,9,-15,-8,-12,-5,0,
10,-11,-5,-9,-12,-12,-1,-1,
21,2,14,-3,-8,-8,-12,-9,
15,-4,14,-5,-13,-6,-14,-4,
17,0,12,-5,-8,-7,-14,3,
23,5,3,-1,-4,-9,-12,2,
17,0,10,0,-3,-11,-13,1,
2,-21,-17,-2,5,-24,3,2,
-3,-20,-29,-2,-13,-12,-8,6,
-17,-22,-21,-20,-21,-13,-10,18,
-2,-14,-8,4,0,-16,7,14,
14,-15,-4,2,-17,4,-11,1,
3,-8,-10,11,-18,-7,-6,4,
-3,-9,-9,-13,5,-9,-13,2,
-3,3,-8,9,-17,-7,-9,-13,
10,-18,-25,-21,-23,-6,-6,5,
5,-19,-22,-17,-9,-22,4,-2,
8,-22,-16,1,-24,-1,-16,9,
-4,-5,-20,-11,-11,-18,-10,8,
17,-21,-19,-9,-20,-23,19,8,
23,-15,-10,-15,-19,-14,11,10,
14,-22,-13,-15,-21,-9,9,9,
5,-14,-3,-24,-14,4,17,10,
13,-7,-4,-25,-20,-2,15,8,
24,-28,-26,-26,-8,0,6,-3,
30,-36,-25,-15,-2,-2,3,2,
31,-32,-3,-3,-8,-5,1,8,
23,-22,1,-5,-2,5,4,1,
26,-14,-5,-3,-7,-8,8,5,
22,-27,-5,4,-2,-4,10,3,
9,-31,-12,1,-5,-2,1,-3,
1,
-33,8,-11,-5,-2,-1,16,-8,
-42,9,-4,-3,-7,-9,15,-5,
-53,7,-5,2,5,-8,9,-3,
-41,7,-4,-5,8,-16,11,-3,
-48,9,-3,-1,6,-10,14,-8,
-39,-9,2,10,1,-12,7,1,
-50,-3,1,13,1,-17,9,-7,
-54,3,-1,5,7,-13,4,-2,
-51,7,-2,6,-12,-7,18,1,
-43,-13,9,9,-11,3,7,7,
-49,-12,14,2,-11,-4,11,-2,
-51,-8,8,2,-15,0,8,1,
-47,-11,6,11,-16,2,0,6,
-53,-3,2,13,-7,-8,3,5,
-49,0,-6,-8,-10,-6,6,5,
-56,-6,5,-4,-4,-1,2,0,
-60,1,1,-2,-5,-5,10,-2,
-61,0,0,3,-9,-6,6,-4,
-49,-15,6,1,-4,-7,2,-2,
-45,-13,-5,6,-7,4,10,-7,
12,-11,22,-6,-9,-24,11,-3,
5,-5,7,3,4,-16,-7,0,
-1,-15,-12,-21,-8,-1,1,2,
17,-22,-14,-17,-1,-15,-3,-9,
4,-26,-17,-3,8,-11,5,14,
2,-21,-24,-25,-20,-6,2,0,
14,3,-6,4,-20,-4,-11,17,
11,-10,-19,-2,-30,4,3,-3,
22,-27,-19,1,-6,-10,-12,0,
32,-6,-7,11,0,-17,-8,-9,
25,2,-8,9,0,-16,-15,-3,
23,4,-21,-9,-8,-9,-10,0,
30,5,-13,-2,-5,-12,-3,1,
23,7,-7,0,-6,-20,-13,2,
22,16,-9,-6,-5,-15,-12,2,
24,8,-3,2,-4,-14,-6,-3,
-1,-48,10,2,-17,-3,-2,-7,
6,-33,2,-17,-5,-2,-3,6,
-9,-30,-17,-3,-7,-8,-11,-12,
-4,-19,-24,-25,-17,-15,0,-4,
-11,-15,1,-5,-18,-21,-7,16,
-4,-4,-10,-15,-17,-6,-4,-1,
3,-12,-14,-19,2,-9,-2,1,
-6,-13,-2,-11,-12,1,6,-13,
22,-39,-6,1,-13,-15,0,-6,
-15,-19,-21,-13,-2,-13,12,4,
-20,-23,-15,0,-10,-11,-1,-5,
2,-30,-20,-5,-23,-11,6,-7,
1,-31,-16,0,-15,-10,16,-6,
10,-21,-11,-13,-23,-3,9,4,
4,-20,2,1,-23,-2,15,2,
