?,
-5,-23,8,2,-16,-5,16,3,
1,
-26,0,-4,-2,3,-10,13,-9,
-41,2,12,-2,5,-13,11,-5,
-41,-13,10,7,-7,4,0,-3,
-57,1,-6,15,1,-24,22,-5,
-50,-14,15,6,-9,-3,-6,6,
-53,-17,8,11,1,-11,7,-7,
3,2,-9,4,-3,-22,8,-2,
3,-9,-4,-18,-18,-6,10,-4,
29,8,-3,-2,-16,-18,6,6,
29,8,1,6,-3,-19,-3,7,
23,3,-5,4,-8,-15,1,-3,
-35,-24,-7,-21,-11,3,4,-3,
-10,-7,2,-14,-4,-16,2,1,
3,-36,0,-7,-10,4,9,3,
11,-18,-20,-17,-13,-9,17,1,
8,-13,-15,-19,-12,-2,22,13,
2,
-3,4,5,6,-29,-21,0,11,
2,-8,-13,-18,-12,-18,-3,5,
1,6,26,-18,-2,-10,1,-1,
7,-6,6,-17,0,13,1,-3,
-10,0,-14,-1,-22,-9,1,-13,
-11,0,10,-14,-18,1,10,-10,
6,-8,-4,0,-13,-13,13,-7,
18,-30,-1,-21,-6,-18,14,-9,
2,-12,-10,-7,-23,-15,10,7,
-3,-21,-9,-10,-10,-38,5,5,
-12,-1,21,-18,-34,-8,-10,-5,
-6,14,7,-32,-25,-7,2,-2,
-12,5,19,-12,-8,-5,0,-3,
-1,4,17,-6,-15,-3,4,-3,
-1,0,9,-9,-14,-9,2,-3,
-6,-10,-5,-6,-18,13,10,-5,
2,
-8,-12,5,-3,-12,-10,2,3,
-5,10,36,-10,-17,-21,-13,-11,
-18,16,10,0,-4,-26,-4,-3,
1,11,8,-16,-16,-18,1,-8,
-9,-28,-3,0,-1,10,5,28,
0,8,12,-8,-21,-13,-4,-12,
9,-4,7,-7,-13,-21,11,-1,
12,-11,-11,-13,0,-17,20,-1,
-2,4,-2,-26,0,-3,-6,-6,
4,-9,-10,-6,-31,-13,8,-8,
-26,21,2,-22,-20,-9,3,2,
-16,9,2,-15,-15,-9,-6,2,
11,-6,18,9,-18,-17,3,10,
28,2,14,2,-26,-35,-8,6,
17,-8,6,3,-8,-20,-13,13,
23,-21,-17,3,6,-8,-15,-8,
2,
17,-9,7,-7,-34,-27,1,-6,
-9,6,13,-20,-20,-35,4,-2,
-17,7,18,-15,-7,-14,-2,-8,
-13,20,10,-9,-2,-16,-8,2,
6,-20,-13,10,-7,6,-3,10,
16,-26,-4,-9,-4,-22,6,-6,
2,-10,17,5,-11,4,-4,3,
-6,-20,-9,-16,-7,-12,-10,-9,
0,11,-9,-9,-8,-27,12,-16,
6,-16,1,-26,4,-19,-10,-20,
-5,6,-7,-27,0,-34,1,1,
18,-3,-1,-21,-16,-8,-10,-6,
-17,8,6,-43,-28,-20,-3,-11,
-15,11,23,-30,-13,-19,-2,-11,
-11,11,7,-27,7,-26,-13,-13,
-11,7,6,-14,9,-20,-14,-9,
2,
-16,-11,12,-7,-11,-10,0,-4,
-13,0,34,-10,-9,-21,9,-11,
-2,11,36,-5,-15,-24,-2,-3,
-17,11,39,-18,-18,-21,-1,-9,
10,0,3,-9,1,-22,9,-2,
-3,15,-8,-13,-11,-11,-5,3,
12,-13,11,-12,-18,-11,-8,2,
-5,5,20,-3,-29,-16,-3,-6,
4,13,-1,-9,-15,-16,-7,-7,
-8,-5,0,-4,-19,-15,-8,-3,
12,-11,-10,-6,-20,-6,2,-13,
6,-5,0,6,-22,4,10,-9,
19,3,18,-25,-25,-16,-4,3,
4,9,11,-31,-17,-19,-9,-10,
-2,5,13,-32,-10,-6,-11,-11,
5,9,4,-31,-6,-7,-3,-12,
2,
-24,-24,15,-4,-5,-7,8,6,
-22,-18,19,-6,-4,-8,9,10,
-2,26,42,-2,-10,-33,2,-11,
-8,19,43,0,-8,-16,-6,-12,
-18,24,38,-5,-10,-8,-1,-13,
8,42,30,-1,-12,-5,-1,-8,
1,18,23,-13,-7,-16,6,1,
12,20,7,10,-11,-23,20,-11,
18,-6,1,-10,-23,-5,12,-6,
11,-7,-7,-3,-14,12,-3,2,
12,-1,5,-13,2,-17,9,-13,
4,14,19,-12,-2,-17,15,-10,
-2,7,21,-22,-20,-21,3,-12,
4,8,21,-21,-19,-16,8,-7,
25,12,8,-22,-10,-19,2,-8,
7,15,19,-14,-6,-20,1,-8,
2,
-16,-3,21,-20,-17,-15,0,-13,
-25,-4,21,-24,-27,-12,9,-18,
-11,3,28,6,-18,-16,-3,-21,
-17,13,28,14,-18,-15,0,-16,
4,19,23,12,-17,-17,0,-11,
3,-8,10,-7,-9,2,22,-16,
16,-20,-9,2,-36,25,-8,4,
14,-21,-3,10,-32,8,-13,1,
6,-39,-3,-6,-13,1,0,20,
-8,3,6,-11,-12,-13,-3,-5,
-2,-22,-29,8,-20,-15,16,1,
-3,-23,-7,0,-31,-5,14,-6,
-7,-13,24,-24,-34,-8,-11,-4,
-4,7,17,-38,-19,-13,-4,-9,
4,-1,14,-31,-12,0,-8,-19,
-2,8,18,-20,-17,-18,1,-8,
2,
-27,-1,14,-6,-20,-37,15,-3,
-16,-3,23,-7,-16,-27,11,-9,
-5,4,26,-3,-4,-28,6,-2,
-4,5,11,-6,-17,-23,-2,-2,
-15,21,30,6,-15,-9,-4,-9,
6,18,24,11,-26,-2,3,-8,
-6,21,2,7,-19,-12,13,-4,
-9,11,25,5,-25,-17,6,-8,
-24,23,19,-19,-22,-14,12,0,
3,11,25,-15,-31,-13,-5,5,
10,-4,4,-16,-48,-10,-4,-7,
4,-10,24,-28,-11,-15,1,-3,
-6,1,8,-44,-23,-9,14,-6,
15,13,14,-47,-20,-12,1,4,
-2,10,19,-22,-15,-19,7,-12,
6,15,7,-20,-5,-11,-2,0,
